dataset,id,sent_i,n_words,n_class_hits,n_attr_hits,n_rel_endpoint_hits,n_tokens_spacy
data_source_3,DestroyBlockGame,8,10,2,0,2,24
data_source_3,DestroyBlockGame,9,15,2,2,2,11
data_source_3,DestroyBlockGame,10,11,3,2,3,16
data_source_3,DestroyBlockGame,11,11,2,2,2,13
data_source_3,DestroyBlockGame,12,39,2,3,2,12
data_source_3,DestroyBlockGame,13,31,3,3,3,40
data_source_3,DestroyBlockGame,14,21,3,3,3,35
data_source_3,DestroyBlockGame,15,31,4,6,4,22
data_source_3,DestroyBlockGame,16,20,2,4,2,34
data_source_3,DestroyBlockGame,17,16,3,2,3,25
data_source_3,DestroyBlockGame,18,30,4,2,4,3
data_source_3,DestroyBlockGame,19,20,2,2,2,15
data_source_3,DestroyBlockGame,20,17,3,2,3,32
data_source_3,DestroyBlockGame,21,26,4,3,4,21
data_source_3,DestroyBlockGame,22,11,1,3,1,18
data_source_3,DestroyBlockGame,23,22,1,1,1,27
data_source_3,DestroyBlockGame,24,23,4,2,4,12
data_source_3,DestroyBlockGame,25,14,4,2,4,23
data_source_3,DestroyBlockGame,26,19,3,2,3,28
data_source_3,DestroyBlockGame,27,8,2,1,2,16
data_source_3,DestroyBlockGame,28,32,6,4,6,23
data_source_3,DestroyBlockGame,29,17,4,2,4,9
data_source_3,DestroyBlockGame,30,9,2,0,2,35
data_source_3,DestroyBlockGame,31,15,4,1,4,19
data_source_3,DestroyBlockGame,32,23,4,0,4,10
data_source_3,DestroyBlockGame,33,7,2,2,2,17
data_source_3,DestroyBlockGame,34,16,4,1,4,25
data_source_3,DestroyBlockGame,35,12,2,0,2,8
data_source_3,DestroyBlockGame,36,20,2,0,2,17
data_source_3,EUScienceConnect,0,29,1,0,1,33
data_source_3,EUScienceConnect,1,12,0,0,0,14
data_source_3,EUScienceConnect,2,12,1,0,1,15
data_source_3,EUScienceConnect,3,13,2,4,2,15
data_source_3,EUScienceConnect,4,26,3,5,3,31
data_source_3,EUScienceConnect,5,21,5,1,4,24
data_source_3,EUScienceConnect,6,10,0,0,0,11
data_source_3,EUScienceConnect,7,26,1,2,1,30
data_source_3,EUScienceConnect,8,13,1,1,0,15
data_source_3,EUScienceConnect,9,22,6,0,6,25
data_source_3,EUScienceConnect,10,15,3,2,3,17
data_source_3,EUScienceConnect,11,21,4,1,4,24
data_source_3,EUScienceConnect,12,13,0,0,0,17
data_source_3,EUScienceConnect,13,6,1,1,1,7
data_source_3,EUScienceConnect,14,12,2,0,2,13
data_source_3,EUScienceConnect,15,14,1,1,1,17
data_source_3,EUScienceConnect,16,29,1,2,1,31
data_source_3,EUScienceConnect,17,14,1,2,1,17
data_source_3,EUScienceConnect,18,12,3,0,3,16
data_source_3,Ebike,0,28,5,5,5,13
data_source_3,Ebike,1,7,1,1,1,23
data_source_3,Ebike,2,8,3,3,3,8
data_source_3,Ebike,3,9,2,1,2,10
data_source_3,Ebike,4,11,1,3,1,10
data_source_3,Ebike,5,13,1,1,1,16
data_source_3,Ebike,6,14,3,3,3,18
data_source_3,Ebike,7,16,3,1,3,18
data_source_3,Ebike,8,18,2,1,2,20
data_source_3,Facepage,0,9,0,0,0,13
data_source_3,Facepage,1,21,0,1,0,24
data_source_3,Facepage,2,28,1,6,1,35
data_source_3,Facepage,3,6,1,2,1,7
data_source_3,Facepage,4,5,1,1,1,7
data_source_3,Facepage,5,15,1,2,1,17
data_source_3,Facepage,6,19,4,4,4,22
data_source_3,Facepage,7,13,2,1,2,14
data_source_3,Facepage,8,19,3,5,3,22
data_source_3,Facepage,9,9,2,1,2,10
data_source_3,Facepage,10,18,3,2,3,21
data_source_3,Facepage,11,9,2,0,2,11
data_source_3,Facepage,12,16,0,1,0,19
data_source_3,Facepage,13,26,4,2,4,32
data_source_3,Facepage,14,6,1,1,1,7
data_source_3,Facepage,15,36,3,3,3,41
data_source_3,Facepage,16,13,1,5,1,15
data_source_3,Facepage,17,12,1,2,1,14
data_source_3,Facepage,18,15,3,3,3,17
data_source_3,Facepage,19,17,1,5,1,22
data_source_3,Facepage,20,14,1,4,1,15
data_source_3,Facepage,21,18,1,5,1,20
data_source_3,Facepage,22,19,0,2,0,21
data_source_3,FilmSet,0,7,2,0,2,8
data_source_3,FilmSet,1,11,1,3,1,12
data_source_3,FilmSet,2,10,1,0,1,13
data_source_3,FilmSet,3,18,2,3,2,20
data_source_3,FilmSet,4,20,0,1,0,22
data_source_3,FilmSet,5,15,1,3,1,19
data_source_3,FilmSet,6,9,2,1,2,10
data_source_3,FilmSet,7,20,2,0,2,22
data_source_3,FilmSet,8,10,1,3,1,11
data_source_3,FilmSet,9,20,1,1,1,27
data_source_3,FilmSet,10,11,1,2,1,12
data_source_3,FilmSet,11,13,1,0,1,15
data_source_3,FilmSet,12,14,1,7,1,19
data_source_3,FilmSet,13,12,2,0,2,13
data_source_3,FilmSet,14,8,1,2,1,9
data_source_3,FilmSet,15,21,3,0,3,23
data_source_3,FilmSet,16,17,2,0,2,18
data_source_3,FilmSet,17,13,3,1,3,14
data_source_3,FitnessCompanyConan,0,14,0,0,0,17
data_source_3,FitnessCompanyConan,1,21,0,0,0,23
data_source_3,FitnessCompanyConan,2,8,0,0,0,9
data_source_3,FitnessCompanyConan,3,12,1,1,1,16
data_source_3,FitnessCompanyConan,4,16,1,1,1,19
data_source_3,FitnessCompanyConan,5,6,1,2,1,7
data_source_3,FitnessCompanyConan,6,15,2,1,2,33
data_source_3,FitnessCompanyConan,7,11,2,0,2,8
data_source_3,FitnessCompanyConan,8,7,3,0,3,8
data_source_3,FitnessCompanyConan,9,7,2,0,2,19
data_source_3,FitnessCompanyConan,10,15,1,4,1,19
data_source_3,FitnessCompanyConan,11,16,0,4,0,10
data_source_3,FitnessCompanyConan,12,8,1,1,1,22
data_source_3,FitnessCompanyConan,13,19,5,0,5,39
data_source_3,FitnessCompanyConan,14,32,1,0,1,13
data_source_3,FitnessCompanyConan,15,11,1,1,1,21
data_source_3,FitnessCompanyConan,16,14,1,1,1,23
data_source_3,FitnessCompanyConan,17,22,1,2,1,28
data_source_3,FitnessCompanyConan,18,26,5,2,5,0
data_source_3,GameArea,0,15,2,1,2,16
data_source_3,GameArea,1,12,0,1,0,13
data_source_3,GameArea,2,9,0,0,0,13
data_source_3,GameArea,3,9,2,2,2,10
data_source_3,GameArea,4,16,3,1,3,17
data_source_3,GameArea,5,27,3,3,3,29
data_source_3,GameArea,6,8,1,0,1,10
data_source_3,GameArea,7,10,0,2,0,11
data_source_3,GameArea,8,14,2,0,2,16
data_source_3,GameArea,9,14,0,3,0,16
data_source_3,GameArea,10,36,3,0,3,39
data_source_3,GameArea,11,3,0,0,0,4
data_source_3,GasStation_KUL,0,13,1,1,1,14
data_source_3,GasStation_KUL,1,26,4,3,4,29
data_source_3,GasStation_KUL,2,13,3,2,3,15
data_source_3,GasStation_KUL,3,30,4,1,4,34
data_source_3,GasStation_KUL,4,18,1,0,1,20
data_source_3,GasStation_KUL,5,20,1,1,1,23
data_source_3,GasStation_KUL,6,15,1,0,1,17
data_source_3,GasStation_KUL,7,15,3,2,3,16
data_source_3,GasStation_KUL,8,21,2,1,2,23
data_source_3,GasStation_KUL,9,18,1,0,1,21
data_source_3,GasStation_KUL,10,11,0,0,0,38
data_source_3,GasStation_KUL,11,22,1,3,1,27
data_source_3,GasStation_KUL,12,23,0,1,0,16
data_source_3,GasStation_KUL,13,13,0,0,0,17
data_source_3,GasStation_KUL,14,16,2,2,2,18
data_source_3,GasStation_KUL,15,16,2,1,2,11
data_source_3,GasStation_KUL,16,9,0,0,0,11
data_source_3,GasStation_KUL,17,10,0,0,0,13
data_source_3,GasStation_KUL,18,11,1,1,1,19
data_source_3,GasStation_KUL,19,16,1,0,1,24
data_source_3,GasStation_KUL,20,22,1,0,1,8
data_source_3,GasStation_KUL,21,6,0,0,0,29
data_source_3,GasStation_KUL,22,28,1,0,1,34
data_source_3,GasStation_KUL,23,31,1,1,1,41
data_source_3,GasStation_KUL,24,37,3,1,3,19
data_source_3,GasStation_KUL,25,18,3,0,3,0
data_source_3,GasStation_TUW,0,14,2,0,2,15
data_source_3,GasStation_TUW,1,24,2,2,2,27
data_source_3,GasStation_TUW,2,18,1,1,1,22
data_source_3,GasStation_TUW,3,14,2,3,2,16
data_source_3,GasStation_TUW,4,13,2,1,2,15
data_source_3,GasStation_TUW,5,15,1,2,1,18
data_source_3,GasStation_TUW,6,8,4,0,4,9
data_source_3,GasStation_TUW,7,18,5,2,5,21
data_source_3,GasStation_TUW,8,7,1,2,1,8
data_source_3,GasStation_TUW,9,30,5,3,5,32
data_source_3,GasStation_TUW,10,12,1,1,1,14
data_source_3,HelpingHands,0,25,2,0,2,29
data_source_3,HelpingHands,1,12,0,0,0,14
data_source_3,HelpingHands,2,42,1,2,1,46
data_source_3,HelpingHands,3,24,1,7,1,29
data_source_3,HelpingHands,4,27,1,2,1,29
data_source_3,HelpingHands,5,15,0,0,0,17
data_source_3,HelpingHands,6,24,3,0,3,26
data_source_3,HelpingHands,7,10,1,0,1,11
data_source_3,HelpingHands,8,20,2,0,2,21
data_source_3,HelpingHands,9,12,0,0,0,11
data_source_3,HelpingHands,10,19,2,0,2,21
data_source_3,HelpingHands,11,26,2,0,2,50
data_source_3,HelpingHands,12,17,2,0,2,14
data_source_3,HelpingHands,13,13,0,1,0,21
data_source_3,HelpingHands,14,20,2,1,2,37
data_source_3,HelpingHands,15,28,1,1,1,36
data_source_3,HelpingHands,16,34,2,0,2,15
data_source_3,HelpingHands,17,13,0,0,0,27
data_source_3,HelpingHands,18,25,0,0,0,23
data_source_3,HelpingHands,19,21,2,1,2,20
data_source_3,HelpingHands,20,19,2,0,2,0
data_source_3,HomeForTheElderly,0,9,0,0,0,11
data_source_3,HomeForTheElderly,1,16,2,0,2,18
data_source_3,HomeForTheElderly,2,10,2,0,2,13
data_source_3,HomeForTheElderly,3,7,2,0,2,9
data_source_3,HomeForTheElderly,4,5,1,1,1,7
data_source_3,HomeForTheElderly,5,18,1,0,1,31
data_source_3,HomeForTheElderly,6,11,1,0,1,12
data_source_3,HomeForTheElderly,7,22,1,0,1,22
data_source_3,HomeForTheElderly,8,13,1,0,1,14
data_source_3,HomeForTheElderly,9,17,1,0,0,18
data_source_3,HomeForTheElderly,10,12,0,1,0,14
data_source_3,HomeForTheElderly,11,16,1,1,1,17
data_source_3,HomeForTheElderly,12,14,1,0,1,16
data_source_3,HomeForTheElderly,13,54,2,3,2,61
data_source_3,HomeForTheElderly,14,12,2,1,2,13
data_source_3,HomeForTheElderly,15,24,2,1,2,26
data_source_3,HomeForTheElderly,16,13,0,2,0,14
data_source_3,HomeForTheElderly,17,25,3,0,3,27
data_source_3,HomeForTheElderly,18,22,2,0,1,25
data_source_3,HomeForTheElderly,19,31,3,1,2,45
data_source_3,HomeForTheElderly,20,9,2,0,1,24
data_source_3,HomeForTheElderly,21,21,3,2,2,21
data_source_3,HomeForTheElderly,22,18,1,2,1,46
data_source_3,HomeForTheElderly,23,40,3,1,2,7
data_source_3,HomeForTheElderly,24,6,0,0,0,18
data_source_3,HomeForTheElderly,25,15,0,0,0,24
data_source_3,HomeForTheElderly,26,21,1,3,1,16
data_source_3,HomeForTheElderly,27,12,1,2,1,37
data_source_3,HomeForTheElderly,28,29,1,3,1,40
data_source_3,HomeForTheElderly,29,35,2,3,2,39
data_source_3,HomeForTheElderly,30,33,1,1,1,38
data_source_3,HomeForTheElderly,31,33,2,1,2,14
data_source_3,HomeForTheElderly,32,12,1,2,1,38
data_source_3,HomeForTheElderly,33,4,0,0,0,0
data_source_3,HomeForTheElderly,34,31,1,0,1,0
data_source_3,HospitalHouseMD,0,13,0,0,0,15
data_source_3,HospitalHouseMD,1,17,2,0,2,19
data_source_3,HospitalHouseMD,2,11,1,0,1,12
data_source_3,HospitalHouseMD,3,12,2,0,2,13
data_source_3,HospitalHouseMD,4,22,3,0,3,25
data_source_3,HospitalHouseMD,5,7,1,0,1,9
data_source_3,HospitalHouseMD,6,7,1,1,1,8
data_source_3,HospitalHouseMD,7,15,2,2,2,18
data_source_3,HospitalHouseMD,8,24,1,1,1,27
data_source_3,HospitalHouseMD,9,16,2,2,2,18
data_source_3,HospitalHouseMD,10,20,1,2,1,23
data_source_3,HospitalHouseMD,11,26,3,2,3,29
data_source_3,HospitalHouseMD,12,28,1,2,1,33
data_source_3,HospitalHouseMD,13,23,1,1,1,25
data_source_3,HospitalHouseMD,14,32,3,0,3,38
data_source_3,HospitalHouseMD,15,16,0,1,0,19
data_source_3,HospitalHouseMD,16,2,0,0,0,13
data_source_3,HospitalHouseMD,17,12,1,1,1,13
data_source_3,HospitalHouseMD,18,11,0,1,0,29
data_source_3,HospitalHouseMD,19,26,2,2,2,24
data_source_3,HospitalHouseMD,20,23,2,3,2,0
data_source_3,HotelBookingManagementSystem,0,13,2,1,2,14
data_source_3,HotelBookingManagementSystem,1,11,2,1,2,14
data_source_3,HotelBookingManagementSystem,2,10,1,3,1,26
data_source_3,HotelBookingManagementSystem,3,9,0,0,0,69
data_source_3,HotelBookingManagementSystem,4,27,1,8,1,32
data_source_3,HotelBookingManagementSystem,5,11,1,2,1,55
data_source_3,HotelBookingManagementSystem,6,15,2,2,2,32
data_source_3,HotelBookingManagementSystem,7,29,4,2,4,17
data_source_3,HotelBookingManagementSystem,8,17,2,2,2,37
data_source_3,HotelBookingManagementSystem,9,33,4,4,4,14
data_source_3,HotelBookingManagementSystem,10,28,4,2,4,27
data_source_3,HotelBookingManagementSystem,11,15,3,3,3,23
data_source_3,HotelBookingManagementSystem,12,10,1,2,1,16
data_source_3,HotelBookingManagementSystem,13,19,2,1,2,20
data_source_3,HotelBookingManagementSystem,14,13,2,1,2,31
data_source_3,HotelBookingManagementSystem,15,24,2,3,2,24
data_source_3,HotelBookingManagementSystem,16,19,2,3,2,10
data_source_3,HotelBookingManagementSystem,17,14,3,3,3,17
data_source_3,HotelBookingManagementSystem,18,18,2,2,2,34
data_source_3,HotelBookingManagementSystem,19,29,2,4,2,20
data_source_3,HotelBookingManagementSystem,20,22,3,3,3,0
data_source_3,HotelBookingManagementSystem,21,9,2,0,2,0
data_source_3,HotelBookingManagementSystem,22,15,3,2,3,0
data_source_3,HotelBookingManagementSystem,23,30,3,3,3,0
data_source_3,HotelBookingManagementSystem,24,18,3,1,3,0
data_source_3,House,0,14,2,3,2,19
data_source_3,House,1,14,2,2,2,16
data_source_3,House,2,13,2,0,2,15
data_source_3,House,3,9,1,1,1,10
data_source_3,House,4,10,3,0,3,12
data_source_3,House,5,21,1,2,1,22
data_source_3,House,6,11,4,0,4,13
data_source_3,House,7,29,1,4,1,33
data_source_3,House,8,13,1,0,1,15
data_source_3,House,9,24,4,2,2,26
data_source_3,Kinepolis,0,7,0,0,0,9
data_source_3,Kinepolis,1,14,1,0,1,16
data_source_3,Kinepolis,2,27,4,0,4,30
data_source_3,Kinepolis,3,17,1,0,1,18
data_source_3,Kinepolis,4,15,1,0,1,17
data_source_3,Kinepolis,5,14,0,0,0,18
data_source_3,Kinepolis,6,19,1,1,1,23
data_source_3,Kinepolis,7,23,1,1,1,25
data_source_3,Kinepolis,8,19,3,3,3,21
data_source_3,Kinepolis,9,14,0,0,0,17
data_source_3,Kinepolis,10,19,2,1,2,21
data_source_3,Kinepolis,11,10,0,0,0,13
data_source_3,Kinepolis,12,17,4,1,4,20
data_source_3,Kinepolis,13,8,2,2,2,10
data_source_3,Kinepolis,14,11,2,2,2,12
data_source_3,Kinepolis,15,23,4,4,4,27
data_source_3,Kinepolis,16,15,2,2,2,17
data_source_3,Kinepolis,17,9,1,2,1,11
data_source_3,Kinepolis,18,20,1,1,1,24
data_source_3,Kinepolis,19,25,2,1,2,28
data_source_3,LabTracker,0,27,2,1,2,21
data_source_3,LabTracker,1,12,0,1,0,11
data_source_3,LabTracker,2,27,2,5,2,15
data_source_3,LabTracker,3,17,1,2,1,31
data_source_3,LabTracker,4,12,2,1,2,19
data_source_3,LabTracker,5,27,2,9,2,14
data_source_3,LabTracker,6,19,2,0,2,33
data_source_3,LabTracker,7,19,1,1,1,22
data_source_3,LabTracker,8,18,1,0,1,20
data_source_3,LabTracker,9,17,2,0,2,20
data_source_3,LabTracker,10,20,2,1,2,18
data_source_3,LabTracker,11,11,2,2,2,23
data_source_3,LabTracker,12,14,0,1,0,12
data_source_3,LabTracker,13,8,1,0,1,16
data_source_3,LabTracker,14,35,1,0,1,9
data_source_3,LabTracker,15,23,2,3,2,39
data_source_3,LabTracker,16,11,0,1,0,24
data_source_3,LabTracker,17,11,1,1,1,15
data_source_3,LabTracker,18,22,3,2,3,13
data_source_3,LabTracker,19,17,2,0,2,26
data_source_3,LabTracker,20,29,2,0,2,19
data_source_3,LabTracker,21,21,0,0,0,36
data_source_3,LabTracker,22,22,5,1,5,26
data_source_3,LabTracker,23,17,2,1,2,24
data_source_3,LabTracker,24,30,2,8,2,19
data_source_3,LabTracker,25,26,1,5,1,34
data_source_3,LabTracker,26,9,2,1,2,28
data_source_3,LabTracker,27,13,0,2,0,10
data_source_3,LabTracker,28,15,2,3,2,14
data_source_3,LabTracker,29,22,1,4,1,16
data_source_3,Louvre,0,28,0,0,0,30
data_source_3,Louvre,1,40,2,0,2,44
data_source_3,Louvre,2,15,0,0,0,18
data_source_3,Louvre,3,15,0,0,0,16
data_source_3,Louvre,4,22,0,0,0,23
data_source_3,Louvre,5,10,1,0,1,13
data_source_3,Louvre,6,11,2,0,2,12
data_source_3,Louvre,7,9,1,0,1,10
data_source_3,Louvre,8,32,2,0,2,38
data_source_3,Louvre,9,16,2,0,2,18
data_source_3,Louvre,10,21,2,0,2,24
data_source_3,Louvre,11,11,0,0,0,17
data_source_3,Louvre,12,17,3,0,3,20
data_source_3,Louvre,13,13,1,0,1,15
data_source_3,Louvre,14,11,0,0,0,14
data_source_3,Menso,0,21,1,0,1,24
data_source_3,Menso,1,15,0,0,0,17
data_source_3,Menso,2,34,2,0,2,37
data_source_3,Menso,3,9,0,0,0,11
data_source_3,Menso,4,25,1,0,1,28
data_source_3,Menso,5,11,2,1,2,14
data_source_3,Menso,6,13,1,1,1,15
data_source_3,Menso,7,10,1,1,1,13
data_source_3,Menso,8,5,1,0,1,8
data_source_3,Menso,9,12,2,0,2,16
data_source_3,Menso,10,17,1,0,1,19
data_source_3,Menso,11,35,2,0,2,41
data_source_3,Menso,12,2,0,0,0,28
data_source_3,Menso,13,20,1,0,1,20
data_source_3,Menso,14,15,3,0,3,18
data_source_3,Menso,15,15,3,0,3,26
data_source_3,Menso,16,24,6,2,6,35
data_source_3,Menso,17,32,3,1,3,33
data_source_3,Menso,18,29,4,1,4,15
data_source_3,Menso,19,12,2,3,2,34
data_source_3,Menso,20,28,2,0,2,17
data_source_3,Menso,21,15,1,2,1,21
data_source_3,Menso,22,17,3,2,3,23
data_source_3,Menso,23,20,2,0,2,22
data_source_3,Menso,24,17,2,0,2,25
data_source_3,Menso,25,21,2,5,2,36
data_source_3,Menso,26,33,2,0,2,0
data_source_3,Musicmatic,0,20,0,1,0,22
data_source_3,Musicmatic,1,21,0,0,0,24
data_source_3,Musicmatic,2,28,1,5,1,34
data_source_3,Musicmatic,3,27,1,4,1,33
data_source_3,Musicmatic,4,22,2,1,2,25
data_source_3,Musicmatic,5,28,2,1,2,31
data_source_3,Musicmatic,6,13,0,0,0,14
data_source_3,Musicmatic,7,33,2,0,2,38
data_source_3,Musicmatic,8,13,1,4,1,19
data_source_3,Musicmatic,9,8,1,1,1,9
data_source_3,Musicmatic,10,17,1,0,1,19
data_source_3,Musicmatic,11,17,1,0,1,19
data_source_3,Musicmatic,12,12,0,0,1,16
data_source_3,Musicmatic,13,17,2,2,2,18
data_source_3,Musicmatic,14,21,1,0,2,23
data_source_3,Musicmatic,15,34,4,1,5,42
data_source_3,OnlineTutoringSystem,0,16,2,0,2,17
data_source_3,OnlineTutoringSystem,1,13,0,4,0,16
data_source_3,OnlineTutoringSystem,2,12,2,1,2,62
data_source_3,OnlineTutoringSystem,3,12,0,1,0,19
data_source_3,OnlineTutoringSystem,4,26,3,5,3,37
data_source_3,OnlineTutoringSystem,5,11,2,1,2,15
data_source_3,OnlineTutoringSystem,6,7,0,0,0,16
data_source_3,OnlineTutoringSystem,7,34,4,4,4,23
data_source_3,OnlineTutoringSystem,8,14,3,4,3,22
data_source_3,OnlineTutoringSystem,9,15,4,2,4,23
data_source_3,OnlineTutoringSystem,10,21,4,3,4,14
data_source_3,OnlineTutoringSystem,11,19,4,2,4,28
data_source_3,OnlineTutoringSystem,12,18,3,2,3,30
data_source_3,OnlineTutoringSystem,13,13,4,2,4,25
data_source_3,OnlineTutoringSystem,14,24,2,2,2,0
data_source_3,OnlineTutoringSystem,15,25,4,1,4,0
data_source_3,OnlineTutoringSystem,16,20,3,2,3,0
data_source_3,PizzaDeliveryWithEntertainment,0,21,2,3,2,26
data_source_3,PizzaDeliveryWithEntertainment,1,23,0,1,0,25
data_source_3,PizzaDeliveryWithEntertainment,2,15,0,0,0,18
data_source_3,PizzaDeliveryWithEntertainment,3,35,2,4,2,41
data_source_3,PizzaDeliveryWithEntertainment,4,38,4,4,4,47
data_source_3,PizzaDeliveryWithEntertainment,5,38,0,5,0,41
data_source_3,PizzaDeliveryWithEntertainment,6,7,1,1,1,9
data_source_3,PizzaDeliveryWithEntertainment,7,24,2,1,2,29
data_source_3,PizzaDeliveryWithEntertainment,8,22,1,1,1,24
data_source_3,PizzaDeliveryWithEntertainment,9,10,3,2,3,11
data_source_3,PizzaDeliveryWithEntertainment,10,19,1,9,1,26
data_source_3,PizzaDeliveryWithEntertainment,11,9,2,2,2,10
data_source_3,PizzaDeliveryWithEntertainment,12,29,0,5,0,43
data_source_3,PizzaDeliveryWithEntertainment,13,31,1,1,1,34
data_source_3,PizzaDeliveryWithEntertainment,14,42,1,2,1,49
data_source_3,PizzaDeliveryWithEntertainment,15,11,1,1,1,14
data_source_3,PizzaDeliveryWithEntertainment,16,9,0,2,0,11
data_source_3,PizzaDeliveryWithEntertainment,17,7,0,0,0,8
data_source_3,PizzaDeliveryWithEntertainment,18,22,1,2,1,24
data_source_3,PizzaDeliveryWithEntertainment,19,22,2,5,2,24
data_source_3,PizzaDeliveryWithEntertainment,20,9,1,1,1,11
data_source_3,PizzaDeliveryWithEntertainment,21,12,2,4,2,15
data_source_3,PizzaDeliveryWithEntertainment,22,9,2,2,2,10
data_source_3,PizzaDeliveryWithEntertainment,23,44,5,6,5,51
data_source_3,PizzaDeliveryWithEntertainment,24,12,1,2,1,15
data_source_3,PizzaDeliveryWithEntertainment,25,24,1,4,1,28
data_source_3,PizzaDeliveryWithEntertainment,26,9,3,2,3,10
data_source_3,PizzaDeliveryWithEntertainment,27,14,3,0,3,9
data_source_3,PizzaDeliveryWithEntertainment,28,23,3,1,3,7
data_source_3,ProjectManagement,0,10,2,0,2,11
data_source_3,ProjectManagement,1,11,1,0,1,12
data_source_3,ProjectManagement,2,7,2,0,2,8
data_source_3,ProjectManagement,3,21,4,0,4,25
data_source_3,ProjectManagement,4,13,3,0,3,16
data_source_3,ProjectManagement,5,16,1,0,1,19
data_source_3,ProjectManagement,6,12,2,0,2,16
data_source_3,ProjectManagement,7,20,0,0,0,21
data_source_3,ProjectManagement,8,36,4,0,5,40
data_source_3,ProjectManagement,9,21,1,0,2,26
data_source_3,School,0,5,1,1,1,6
data_source_3,School,1,7,0,0,0,8
data_source_3,School,2,14,0,2,0,15
data_source_3,School,3,6,0,1,0,8
data_source_3,School,4,16,2,0,2,18
data_source_3,School,5,11,0,1,0,12
data_source_3,School,6,13,1,0,1,15
data_source_3,School,7,17,2,0,2,20
data_source_3,School,8,18,1,0,1,20
data_source_3,School,9,28,1,3,1,31
data_source_3,School,10,16,2,1,2,20
data_source_3,School,11,9,3,0,3,10
data_source_3,School,12,12,2,0,2,13
data_source_3,SellingGoods,0,19,0,0,0,22
data_source_3,SellingGoods,1,25,0,0,0,31
data_source_3,SellingGoods,2,14,0,0,0,18
data_source_3,SellingGoods,3,11,0,0,0,13
data_source_3,SellingGoods,4,19,0,1,0,22
data_source_3,SellingGoods,5,13,1,2,1,16
data_source_3,SellingGoods,6,24,1,1,1,26
data_source_3,SellingGoods,7,22,3,3,3,26
data_source_3,SellingGoods,8,31,2,2,2,33
data_source_3,SellingGoods,9,12,0,0,0,14
data_source_3,SellingGoods,10,23,0,0,0,26
data_source_3,SellingGoods,11,26,0,1,0,29
data_source_3,SellingGoods,12,18,0,0,0,21
data_source_3,SellingGoods,13,31,2,1,2,36
data_source_3,SellingGoods,14,37,1,1,1,41
data_source_3,SellingGoods,15,22,0,0,0,24
data_source_3,SellingGoods,16,13,0,0,0,16
data_source_3,SellingGoods,17,12,0,0,0,13
data_source_3,SellingGoods,18,22,1,1,1,24
data_source_3,SellingGoods,19,16,0,0,0,18
data_source_3,SellingGoods,20,21,2,1,2,23
data_source_3,SellingGoods,21,8,1,1,1,10
data_source_3,SellingGoods,22,19,1,1,1,24
data_source_3,SellingGoods,23,16,1,1,1,18
data_source_3,SellingGoods,24,26,1,1,1,29
data_source_3,SellingGoods,25,25,2,2,2,26
data_source_3,SellingGoods,26,24,2,2,2,28
data_source_3,SellingGoods,27,16,1,0,1,18
data_source_3,Sightseeing,0,5,1,0,1,6
data_source_3,Sightseeing,1,20,2,5,2,22
data_source_3,Sightseeing,2,20,3,3,3,22
data_source_3,Sightseeing,3,32,3,2,3,35
data_source_3,Sightseeing,4,9,3,1,3,11
data_source_3,Sightseeing,5,10,1,0,1,11
data_source_3,SmartHomeAutomationSystem,0,16,2,0,2,19
data_source_3,SmartHomeAutomationSystem,1,28,5,1,5,46
data_source_3,SmartHomeAutomationSystem,2,8,1,0,1,10
data_source_3,SmartHomeAutomationSystem,3,9,3,1,3,23
data_source_3,SmartHomeAutomationSystem,4,20,2,0,2,22
data_source_3,SmartHomeAutomationSystem,5,18,2,3,2,42
data_source_3,SmartHomeAutomationSystem,6,9,1,0,1,20
data_source_3,SmartHomeAutomationSystem,7,20,2,3,2,21
data_source_3,SmartHomeAutomationSystem,8,4,0,0,0,10
data_source_3,SmartHomeAutomationSystem,9,18,6,0,6,23
data_source_3,SmartHomeAutomationSystem,10,20,2,0,2,18
data_source_3,SmartHomeAutomationSystem,11,9,1,1,1,9
data_source_3,SmartHomeAutomationSystem,12,18,4,0,4,46
data_source_3,SmartHomeAutomationSystem,13,14,3,0,3,7
data_source_3,SmartHomeAutomationSystem,14,8,2,0,2,20
data_source_3,SmartHomeAutomationSystem,15,36,3,2,3,12
data_source_3,SmartHomeAutomationSystem,16,6,0,0,0,0
data_source_3,SmartHomeAutomationSystem,17,18,1,1,1,0
data_source_3,SmartHomeAutomationSystem,18,11,1,2,1,0
data_source_3,Sober,0,17,1,0,1,21
data_source_3,Sober,1,32,1,0,1,35
data_source_3,Sober,2,13,2,1,2,16
data_source_3,Sober,3,12,4,0,4,16
data_source_3,Sober,4,29,2,3,2,33
data_source_3,Sober,5,17,2,0,2,20
data_source_3,Sober,6,28,2,4,2,32
data_source_3,Sober,7,38,1,1,1,43
data_source_3,Sober,8,62,3,9,3,80
data_source_3,Sober,9,12,1,1,1,15
data_source_3,Sober,10,13,3,0,3,16
data_source_3,Sober,11,19,0,0,0,23
data_source_3,Sober,12,26,2,1,2,30
data_source_3,Sober,13,25,4,0,4,29
data_source_3,Sober,14,42,2,5,2,54
data_source_3,Sober,15,12,1,1,1,15
data_source_3,Sober,16,16,1,1,1,21
data_source_3,Sober,17,15,3,3,3,18
data_source_3,StudentAppointment,0,22,2,0,2,23
data_source_3,StudentAppointment,1,32,4,0,4,34
data_source_3,StudentAppointment,2,21,3,0,3,22
